age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
52.0,services,divorced,secondary,no,238.0,yes,no,cellular,6,may,101.0,1.0,,,other,no
64.0,retired,married,tertiary,no,846.0,no,no,cellular,11,feb,,1.0,,,failure,yes
40.0,blue-collar,single,secondary,no,3.0,no,no,cellular,19,nov,,1.0,-1.0,0.0,unknown,yes
52.0,admin.,married,secondary,no,693.0,no,no,unknown,12,jun,271.0,1.0,-1.0,0.0,unknown,no
28.0,student,single,secondary,no,0.0,yes,no,unknown,15,may,133.0,3.0,-1.0,0.0,unknown,no
49.0,management,married,secondary,no,362.0,yes,no,unknown,4,jun,84.0,2.0,-1.0,0.0,unknown,no
28.0,technician,single,secondary,no,618.0,yes,no,cellular,7,may,281.0,1.0,-1.0,0.0,unknown,no
29.0,technician,single,tertiary,no,2893.0,yes,no,unknown,3,jun,250.0,1.0,-1.0,0.0,unknown,no
,retired,married,primary,no,230.0,no,no,cellular,30,oct,144.0,1.0,-1.0,0.0,unknown,yes
37.0,management,divorced,secondary,no,1287.0,yes,no,cellular,14,may,432.0,1.0,-1.0,0.0,unknown,no
36.0,services,married,primary,no,179.0,no,no,unknown,9,jun,411.0,1.0,-1.0,0.0,unknown,no
35.0,self-employed,married,tertiary,no,980.0,no,no,cellular,2,aug,428.0,2.0,,,failure,no
33.0,admin.,married,tertiary,no,79.0,yes,no,cellular,22,oct,249.0,2.0,,,failure,yes
60.0,admin.,married,secondary,no,3043.0,no,no,cellular,19,aug,235.0,3.0,-1.0,0.0,unknown,no
25.0,management,single,tertiary,no,808.0,no,no,cellular,18,sep,267.0,2.0,,,failure,yes
69.0,retired,married,secondary,no,745.0,no,no,telephone,9,sep,595.0,1.0,-1.0,0.0,unknown,no
41.0,student,married,secondary,no,1309.0,no,no,unknown,20,jun,28.0,4.0,-1.0,0.0,unknown,no
48.0,management,single,secondary,no,290.0,yes,no,cellular,21,jul,257.0,2.0,-1.0,0.0,unknown,no
35.0,blue-collar,divorced,primary,no,1792.0,yes,no,cellular,31,jul,630.0,6.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,secondary,no,178.0,yes,no,unknown,20,may,,5.0,-1.0,0.0,unknown,no
59.0,management,married,tertiary,no,0.0,no,no,cellular,27,aug,87.0,4.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,537.0,no,no,unknown,29,may,187.0,3.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,secondary,no,416.0,yes,no,unknown,13,may,452.0,2.0,-1.0,0.0,unknown,no
60.0,blue-collar,married,primary,no,1472.0,no,no,unknown,20,jun,36.0,4.0,-1.0,0.0,unknown,no
36.0,management,married,primary,no,,yes,no,cellular,19,nov,277.0,1.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,112.0,yes,no,cellular,5,may,118.0,1.0,-1.0,0.0,unknown,no
34.0,management,divorced,tertiary,no,,yes,yes,cellular,20,nov,197.0,2.0,-1.0,0.0,unknown,no
58.0,blue-collar,married,secondary,no,0.0,no,yes,cellular,14,apr,101.0,5.0,-1.0,0.0,unknown,no
53.0,management,married,unknown,no,2240.0,yes,no,cellular,2,jun,282.0,2.0,,,success,yes
31.0,management,married,tertiary,no,,yes,no,cellular,14,may,8.0,6.0,,,failure,no
33.0,admin.,married,secondary,no,0.0,yes,no,telephone,17,jul,,,-1.0,0.0,unknown,yes
46.0,unemployed,divorced,primary,no,23.0,no,no,cellular,21,nov,344.0,1.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,228.0,yes,no,cellular,11,may,12.0,,,,failure,no
37.0,self-employed,married,secondary,no,215.0,yes,no,unknown,6,jun,61.0,1.0,-1.0,0.0,unknown,no
58.0,blue-collar,married,primary,no,23.0,yes,no,unknown,20,may,91.0,6.0,-1.0,0.0,unknown,no
34.0,management,married,secondary,no,293.0,yes,no,unknown,21,may,162.0,3.0,-1.0,0.0,unknown,no
34.0,blue-collar,divorced,secondary,no,0.0,no,yes,unknown,21,may,339.0,1.0,-1.0,0.0,unknown,no
49.0,entrepreneur,married,primary,no,199.0,no,no,unknown,13,may,113.0,2.0,-1.0,0.0,unknown,no
53.0,admin.,married,secondary,no,459.0,no,no,cellular,5,apr,558.0,1.0,-1.0,0.0,unknown,yes
42.0,unemployed,married,secondary,no,,yes,no,unknown,30,may,69.0,1.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,-378.0,yes,yes,cellular,13,may,541.0,1.0,,,failure,no
30.0,blue-collar,single,primary,no,395.0,no,no,cellular,21,nov,429.0,1.0,-1.0,0.0,unknown,no
31.0,technician,divorced,secondary,no,,yes,no,unknown,4,jun,135.0,2.0,-1.0,0.0,unknown,no
55.0,admin.,married,secondary,no,865.0,yes,no,cellular,27,oct,96.0,1.0,,,failure,no
36.0,management,married,tertiary,no,340.0,yes,no,cellular,20,apr,68.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,1882.0,no,no,cellular,7,may,529.0,2.0,-1.0,0.0,unknown,no
26.0,management,married,tertiary,no,265.0,no,no,cellular,30,jan,650.0,2.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,389.0,yes,no,cellular,7,dec,69.0,1.0,,,failure,no
49.0,admin.,married,secondary,no,0.0,yes,yes,cellular,29,jul,71.0,,-1.0,0.0,unknown,no
54.0,management,married,tertiary,no,384.0,yes,no,cellular,12,may,30.0,,-1.0,0.0,unknown,no
47.0,management,divorced,tertiary,no,94.0,yes,no,cellular,31,jul,9.0,,-1.0,0.0,unknown,no
61.0,management,married,secondary,no,1471.0,no,no,cellular,12,aug,331.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,937.0,yes,no,unknown,12,jun,66.0,1.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,500.0,yes,no,cellular,20,nov,26.0,6.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,primary,no,25.0,yes,no,unknown,6,may,266.0,3.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,365.0,no,no,cellular,21,nov,168.0,2.0,-1.0,0.0,unknown,no
25.0,unemployed,single,secondary,no,34.0,no,yes,unknown,4,jul,316.0,1.0,-1.0,0.0,unknown,no
,retired,married,primary,no,429.0,no,no,telephone,8,jul,,2.0,-1.0,0.0,unknown,yes
53.0,technician,married,primary,no,,yes,no,cellular,19,nov,77.0,1.0,-1.0,0.0,unknown,no
21.0,student,single,secondary,no,6.0,no,no,unknown,9,may,622.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,467.0,yes,no,unknown,21,may,494.0,2.0,-1.0,0.0,unknown,no
40.0,self-employed,divorced,secondary,no,1876.0,no,yes,unknown,20,jun,269.0,1.0,-1.0,0.0,unknown,no
34.0,entrepreneur,married,secondary,no,1847.0,yes,no,cellular,9,apr,543.0,3.0,,,failure,no
52.0,unknown,married,primary,no,247.0,no,no,cellular,29,jul,268.0,6.0,-1.0,0.0,unknown,no
27.0,admin.,married,secondary,no,897.0,no,no,cellular,5,jun,397.0,1.0,-1.0,0.0,unknown,yes
57.0,services,divorced,secondary,no,,no,no,cellular,21,nov,22.0,4.0,,,failure,no
51.0,self-employed,divorced,secondary,no,1291.0,yes,no,unknown,3,jun,51.0,2.0,-1.0,0.0,unknown,no
31.0,student,single,tertiary,no,64.0,no,no,cellular,15,sep,208.0,1.0,,,success,no
49.0,unemployed,married,tertiary,no,-471.0,yes,no,cellular,20,nov,77.0,3.0,,,failure,no
32.0,management,single,tertiary,no,1160.0,yes,yes,unknown,11,jun,450.0,2.0,-1.0,0.0,unknown,no
28.0,admin.,single,tertiary,no,14.0,no,no,cellular,1,jun,201.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,26.0,yes,no,cellular,17,apr,342.0,3.0,,,other,no
50.0,blue-collar,married,unknown,no,452.0,no,no,cellular,20,aug,181.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,single,secondary,no,382.0,yes,no,cellular,13,may,294.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,married,unknown,no,2033.0,no,no,cellular,30,nov,123.0,1.0,,,failure,no
34.0,unemployed,married,secondary,no,0.0,yes,no,cellular,13,may,172.0,1.0,-1.0,0.0,unknown,no
56.0,admin.,divorced,unknown,no,789.0,yes,no,cellular,8,may,,1.0,,,failure,no
33.0,blue-collar,single,secondary,no,142.0,yes,no,cellular,14,may,123.0,1.0,,,other,no
34.0,admin.,married,secondary,no,645.0,yes,no,unknown,19,may,420.0,1.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,unknown,no,897.0,yes,no,cellular,13,apr,119.0,2.0,,,failure,no
37.0,blue-collar,married,secondary,no,103.0,yes,no,cellular,12,may,153.0,1.0,-1.0,0.0,unknown,no
35.0,admin.,single,secondary,no,847.0,yes,no,cellular,11,may,85.0,2.0,-1.0,0.0,unknown,no
38.0,unknown,single,tertiary,no,0.0,no,no,cellular,11,sep,260.0,3.0,,,success,yes
32.0,blue-collar,married,secondary,no,517.0,yes,no,unknown,5,may,528.0,1.0,-1.0,0.0,unknown,no
52.0,technician,single,tertiary,no,1308.0,yes,no,unknown,29,may,361.0,1.0,-1.0,0.0,unknown,no
49.0,services,married,secondary,no,66.0,yes,yes,cellular,21,nov,59.0,4.0,-1.0,0.0,unknown,no
46.0,management,divorced,secondary,no,361.0,yes,no,unknown,19,may,86.0,,-1.0,0.0,unknown,no
42.0,entrepreneur,married,primary,yes,66.0,yes,yes,cellular,6,feb,139.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,unknown,no,70.0,yes,no,unknown,8,may,219.0,4.0,-1.0,0.0,unknown,no
32.0,services,married,secondary,no,180.0,yes,no,telephone,15,may,45.0,2.0,-1.0,0.0,unknown,no
49.0,technician,married,tertiary,no,279.0,yes,no,unknown,19,may,168.0,4.0,-1.0,0.0,unknown,no
46.0,services,married,secondary,no,4.0,no,no,cellular,30,apr,268.0,1.0,,,other,yes
40.0,entrepreneur,married,secondary,no,1416.0,yes,no,unknown,14,may,210.0,2.0,-1.0,0.0,unknown,no
36.0,admin.,married,secondary,no,465.0,yes,no,unknown,20,may,160.0,1.0,-1.0,0.0,unknown,no
36.0,admin.,married,secondary,no,998.0,yes,no,unknown,14,may,,2.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,550.0,no,yes,cellular,9,jul,601.0,1.0,-1.0,0.0,unknown,no
46.0,management,married,tertiary,no,1285.0,yes,no,unknown,27,may,89.0,1.0,-1.0,0.0,unknown,no
32.0,services,married,tertiary,no,,no,yes,cellular,13,may,491.0,2.0,-1.0,0.0,unknown,no
32.0,unemployed,single,tertiary,no,336.0,yes,no,unknown,8,may,139.0,1.0,-1.0,0.0,unknown,no
32.0,management,single,tertiary,no,131.0,no,no,unknown,3,jun,267.0,3.0,-1.0,0.0,unknown,no
43.0,management,married,tertiary,no,348.0,no,yes,cellular,15,jul,88.0,3.0,-1.0,0.0,unknown,no
25.0,self-employed,single,tertiary,no,453.0,yes,no,cellular,17,jul,134.0,1.0,-1.0,0.0,unknown,no
55.0,admin.,married,secondary,no,1102.0,yes,no,unknown,15,may,126.0,2.0,-1.0,0.0,unknown,no
24.0,admin.,single,secondary,no,926.0,yes,yes,cellular,15,may,191.0,1.0,-1.0,0.0,unknown,no
40.0,management,divorced,tertiary,no,502.0,yes,no,cellular,3,feb,267.0,4.0,,,other,no
38.0,management,single,tertiary,no,,yes,no,telephone,20,apr,5.0,3.0,,,failure,no
48.0,blue-collar,single,primary,no,316.0,no,no,unknown,5,jun,560.0,2.0,-1.0,0.0,unknown,no
36.0,management,married,tertiary,no,,yes,no,cellular,30,mar,138.0,,-1.0,0.0,unknown,no
57.0,management,married,tertiary,no,0.0,no,no,cellular,19,aug,188.0,4.0,-1.0,0.0,unknown,no
45.0,admin.,married,secondary,no,72.0,yes,yes,cellular,15,may,262.0,2.0,,,failure,no
33.0,self-employed,single,tertiary,no,61.0,no,no,cellular,19,aug,,3.0,-1.0,0.0,unknown,yes
38.0,technician,single,secondary,no,173.0,no,no,cellular,29,aug,150.0,4.0,-1.0,0.0,unknown,no
26.0,services,single,secondary,yes,-162.0,yes,no,cellular,15,may,44.0,2.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,47.0,no,yes,cellular,31,jul,11.0,,-1.0,0.0,unknown,no
55.0,services,divorced,tertiary,no,1983.0,yes,no,telephone,19,nov,123.0,1.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,326.0,yes,yes,unknown,15,may,150.0,2.0,-1.0,0.0,unknown,no
60.0,admin.,married,secondary,no,2552.0,no,yes,cellular,30,jan,255.0,2.0,,,other,no
36.0,management,single,tertiary,no,1283.0,no,no,cellular,18,aug,92.0,5.0,-1.0,0.0,unknown,no
65.0,housemaid,married,primary,no,2179.0,yes,no,cellular,4,sep,112.0,,-1.0,0.0,unknown,no
39.0,self-employed,married,tertiary,no,1047.0,no,no,unknown,6,jun,554.0,1.0,-1.0,0.0,unknown,yes
52.0,blue-collar,married,primary,no,36.0,no,no,cellular,13,aug,109.0,2.0,-1.0,0.0,unknown,no
55.0,technician,married,secondary,yes,-308.0,no,no,cellular,2,feb,,1.0,-1.0,0.0,unknown,yes
26.0,management,single,tertiary,no,1177.0,no,no,cellular,19,oct,116.0,1.0,-1.0,0.0,unknown,no
40.0,self-employed,married,primary,no,2077.0,yes,no,cellular,13,may,363.0,1.0,,,other,no
52.0,entrepreneur,married,secondary,no,0.0,no,no,cellular,7,aug,82.0,2.0,-1.0,0.0,unknown,no
29.0,self-employed,married,tertiary,no,1.0,no,no,cellular,18,jul,167.0,3.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,primary,no,,yes,no,cellular,20,nov,220.0,1.0,,,failure,no
30.0,technician,single,tertiary,no,1922.0,yes,no,cellular,18,may,546.0,1.0,-1.0,0.0,unknown,no
28.0,student,single,secondary,no,153.0,no,no,cellular,23,jul,,2.0,-1.0,0.0,unknown,yes
26.0,blue-collar,married,secondary,no,2770.0,yes,no,unknown,8,may,141.0,1.0,-1.0,0.0,unknown,no
58.0,management,married,secondary,no,139.0,no,no,cellular,27,may,188.0,1.0,,,other,no
29.0,management,single,tertiary,no,21.0,yes,no,cellular,14,may,107.0,4.0,,,failure,no
48.0,technician,married,secondary,no,178.0,yes,no,unknown,17,jun,320.0,4.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,444.0,yes,no,cellular,15,apr,244.0,3.0,-1.0,0.0,unknown,no
26.0,services,single,secondary,no,209.0,yes,no,cellular,22,jul,319.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,unknown,no,3096.0,no,no,unknown,16,jun,147.0,2.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,,no,no,cellular,3,mar,114.0,6.0,,,other,no
32.0,services,married,secondary,no,,yes,yes,cellular,18,nov,400.0,2.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,0.0,yes,yes,cellular,18,nov,79.0,3.0,-1.0,0.0,unknown,no
48.0,unemployed,married,primary,no,,no,no,unknown,6,jun,29.0,4.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,,yes,no,cellular,20,nov,97.0,2.0,-1.0,0.0,unknown,no
42.0,technician,divorced,secondary,no,2974.0,yes,no,unknown,21,may,187.0,5.0,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,427.0,no,no,unknown,14,may,201.0,1.0,-1.0,0.0,unknown,no
38.0,services,married,secondary,no,,no,no,cellular,2,feb,280.0,1.0,,,failure,no
53.0,management,married,tertiary,no,146.0,no,no,unknown,30,may,150.0,1.0,-1.0,0.0,unknown,no
59.0,retired,divorced,secondary,no,319.0,no,no,cellular,24,jul,129.0,1.0,-1.0,0.0,unknown,no
28.0,unemployed,single,secondary,no,304.0,no,no,cellular,14,jun,516.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,primary,no,389.0,yes,no,unknown,16,jun,127.0,2.0,-1.0,0.0,unknown,no
50.0,management,single,primary,no,766.0,no,no,unknown,17,jun,174.0,2.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,0.0,yes,no,cellular,29,jul,82.0,5.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,3107.0,yes,no,unknown,3,jun,,2.0,-1.0,0.0,unknown,no
59.0,admin.,divorced,secondary,no,174.0,yes,no,unknown,16,may,204.0,1.0,-1.0,0.0,unknown,no
33.0,technician,divorced,secondary,yes,-305.0,no,yes,unknown,9,may,109.0,1.0,-1.0,0.0,unknown,no
35.0,self-employed,married,secondary,no,670.0,no,no,cellular,9,jul,378.0,1.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,,yes,no,unknown,27,may,152.0,,-1.0,0.0,unknown,no
71.0,retired,married,secondary,no,2850.0,no,no,cellular,17,feb,185.0,1.0,-1.0,0.0,unknown,yes
30.0,services,single,primary,no,79.0,yes,no,cellular,15,may,317.0,1.0,-1.0,0.0,unknown,no
24.0,services,married,secondary,yes,110.0,yes,no,unknown,23,may,27.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,,no,no,cellular,20,nov,205.0,6.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,360.0,yes,no,telephone,19,nov,46.0,1.0,,,failure,no
52.0,admin.,married,secondary,no,199.0,no,no,cellular,28,jan,,2.0,,,other,no
33.0,self-employed,single,secondary,no,238.0,yes,yes,cellular,5,feb,45.0,5.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,secondary,no,,yes,no,unknown,17,jun,145.0,6.0,-1.0,0.0,unknown,no
41.0,admin.,divorced,secondary,no,1088.0,yes,no,cellular,28,jan,138.0,1.0,-1.0,0.0,unknown,no
42.0,management,divorced,tertiary,no,221.0,yes,no,unknown,7,may,,2.0,-1.0,0.0,unknown,no
38.0,blue-collar,divorced,secondary,no,889.0,no,yes,unknown,18,jun,362.0,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,primary,no,750.0,yes,no,cellular,18,may,90.0,6.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,0.0,yes,yes,unknown,16,may,214.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,primary,no,1291.0,yes,no,cellular,14,may,142.0,3.0,,,failure,no
33.0,technician,married,secondary,no,1844.0,yes,no,unknown,29,may,241.0,3.0,-1.0,0.0,unknown,no
40.0,management,married,tertiary,no,89.0,yes,yes,telephone,9,feb,148.0,6.0,-1.0,0.0,unknown,no
36.0,admin.,married,secondary,no,,no,no,unknown,19,jun,227.0,6.0,-1.0,0.0,unknown,no
32.0,technician,single,secondary,no,0.0,no,no,cellular,21,aug,126.0,2.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,625.0,yes,no,unknown,28,may,410.0,1.0,-1.0,0.0,unknown,no
55.0,technician,married,unknown,no,574.0,yes,no,cellular,29,jan,243.0,2.0,-1.0,0.0,unknown,no
58.0,management,married,primary,no,320.0,yes,no,unknown,30,may,171.0,2.0,-1.0,0.0,unknown,no
25.0,technician,single,tertiary,no,468.0,yes,no,unknown,15,may,147.0,1.0,-1.0,0.0,unknown,no
47.0,services,married,secondary,no,440.0,yes,no,unknown,12,jun,91.0,1.0,-1.0,0.0,unknown,no
40.0,unemployed,married,secondary,no,0.0,yes,no,cellular,19,nov,332.0,1.0,,,failure,no
59.0,retired,married,secondary,no,,yes,no,cellular,25,jul,471.0,2.0,-1.0,0.0,unknown,no
40.0,management,married,tertiary,no,,no,no,telephone,4,may,364.0,1.0,,,other,no
30.0,management,married,secondary,no,-559.0,yes,yes,cellular,7,may,98.0,1.0,,,failure,no
25.0,entrepreneur,single,tertiary,no,,yes,yes,cellular,15,may,117.0,2.0,-1.0,0.0,unknown,no
58.0,retired,married,primary,no,1987.0,no,no,telephone,14,jul,185.0,4.0,-1.0,0.0,unknown,no
39.0,entrepreneur,married,unknown,no,98.0,yes,no,telephone,15,may,59.0,3.0,,,other,no
40.0,self-employed,married,tertiary,no,642.0,no,no,cellular,18,nov,147.0,3.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,secondary,no,526.0,yes,yes,unknown,23,may,553.0,2.0,-1.0,0.0,unknown,no
66.0,management,single,tertiary,no,,no,no,cellular,13,aug,275.0,1.0,-1.0,0.0,unknown,no
47.0,management,married,tertiary,no,2306.0,no,no,telephone,6,aug,239.0,4.0,-1.0,0.0,unknown,yes
37.0,blue-collar,married,secondary,no,954.0,yes,no,unknown,2,jun,402.0,,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,-679.0,yes,yes,cellular,7,may,172.0,1.0,,,failure,no
50.0,blue-collar,married,primary,no,-1.0,no,no,cellular,19,aug,195.0,2.0,-1.0,0.0,unknown,no
,retired,married,primary,no,2590.0,no,no,telephone,9,feb,68.0,,-1.0,0.0,unknown,no
58.0,management,single,tertiary,no,331.0,no,yes,cellular,28,jul,82.0,3.0,-1.0,0.0,unknown,no
42.0,admin.,married,secondary,no,,yes,no,unknown,5,jun,57.0,6.0,-1.0,0.0,unknown,no
58.0,services,divorced,secondary,no,462.0,no,no,cellular,13,nov,495.0,1.0,,,success,yes
28.0,self-employed,single,tertiary,no,0.0,yes,no,cellular,21,jul,479.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,0.0,no,no,cellular,29,aug,141.0,2.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,151.0,no,no,cellular,19,aug,82.0,4.0,-1.0,0.0,unknown,no
32.0,management,divorced,tertiary,no,883.0,yes,no,cellular,10,dec,,1.0,,,other,yes
27.0,services,single,secondary,no,266.0,no,yes,cellular,7,jul,232.0,1.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,0.0,no,no,cellular,26,aug,60.0,5.0,-1.0,0.0,unknown,no
36.0,technician,married,tertiary,no,491.0,yes,no,unknown,8,may,103.0,3.0,-1.0,0.0,unknown,no
54.0,management,married,tertiary,no,3.0,no,yes,cellular,8,jul,443.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,198.0,yes,no,unknown,9,may,400.0,2.0,-1.0,0.0,unknown,no
52.0,housemaid,married,secondary,no,,no,no,unknown,5,jun,132.0,1.0,-1.0,0.0,unknown,no
34.0,technician,divorced,secondary,no,0.0,yes,yes,cellular,18,aug,374.0,,-1.0,0.0,unknown,no
43.0,technician,married,secondary,no,136.0,no,no,cellular,25,aug,363.0,,-1.0,0.0,unknown,yes
32.0,management,single,tertiary,no,28.0,no,no,cellular,8,aug,111.0,2.0,-1.0,0.0,unknown,no
33.0,management,single,tertiary,no,335.0,no,no,cellular,29,aug,130.0,4.0,-1.0,0.0,unknown,no
51.0,housemaid,married,unknown,no,174.0,no,no,telephone,29,jul,308.0,3.0,-1.0,0.0,unknown,no
39.0,unemployed,married,secondary,no,270.0,yes,no,unknown,3,jun,116.0,1.0,-1.0,0.0,unknown,no
44.0,management,single,tertiary,no,1206.0,no,no,cellular,9,jul,160.0,2.0,-1.0,0.0,unknown,no
49.0,housemaid,divorced,primary,no,198.0,yes,no,unknown,13,may,205.0,3.0,-1.0,0.0,unknown,no
25.0,technician,married,tertiary,no,914.0,yes,no,cellular,12,may,185.0,2.0,-1.0,0.0,unknown,no
39.0,self-employed,married,secondary,no,31.0,yes,no,cellular,20,nov,61.0,2.0,,,failure,no
54.0,technician,married,secondary,no,0.0,no,no,telephone,14,aug,159.0,2.0,,,success,no
32.0,management,single,tertiary,no,347.0,yes,no,cellular,18,may,213.0,1.0,,,failure,no
36.0,management,married,tertiary,no,860.0,yes,no,unknown,20,may,294.0,,-1.0,0.0,unknown,no
54.0,technician,married,secondary,no,89.0,yes,no,cellular,10,jul,140.0,3.0,-1.0,0.0,unknown,no
31.0,technician,married,secondary,no,0.0,yes,yes,cellular,28,jan,71.0,1.0,,,other,no
45.0,services,married,secondary,no,0.0,no,yes,cellular,8,jul,47.0,,-1.0,0.0,unknown,no
31.0,admin.,single,secondary,no,68.0,yes,no,cellular,16,apr,570.0,2.0,-1.0,0.0,unknown,no
45.0,technician,married,secondary,no,-149.0,yes,no,cellular,14,jul,287.0,2.0,-1.0,0.0,unknown,no
33.0,services,divorced,secondary,no,2411.0,yes,no,cellular,23,oct,130.0,1.0,,,failure,yes
46.0,management,divorced,tertiary,no,225.0,yes,no,cellular,14,may,201.0,1.0,,,other,no
43.0,unknown,single,tertiary,no,2731.0,no,no,cellular,21,nov,11.0,,-1.0,0.0,unknown,no
50.0,management,married,tertiary,no,112.0,yes,no,cellular,4,nov,70.0,5.0,,,other,no
44.0,management,divorced,tertiary,no,0.0,no,no,cellular,22,aug,54.0,2.0,-1.0,0.0,unknown,no
42.0,services,married,secondary,no,,yes,no,unknown,27,may,22.0,,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,179.0,no,no,cellular,30,jul,103.0,3.0,-1.0,0.0,unknown,no
47.0,admin.,single,secondary,no,1544.0,yes,no,cellular,6,apr,104.0,1.0,,,failure,no
48.0,blue-collar,married,primary,no,199.0,no,no,telephone,18,aug,29.0,2.0,-1.0,0.0,unknown,no
60.0,blue-collar,married,unknown,no,231.0,yes,no,unknown,12,may,57.0,2.0,-1.0,0.0,unknown,no
27.0,admin.,divorced,secondary,no,76.0,yes,no,unknown,4,jun,236.0,1.0,-1.0,0.0,unknown,no
30.0,unemployed,single,tertiary,no,302.0,no,no,cellular,11,feb,528.0,3.0,-1.0,0.0,unknown,yes
28.0,admin.,single,secondary,no,189.0,yes,no,cellular,31,jul,68.0,2.0,-1.0,0.0,unknown,no
58.0,retired,married,primary,no,565.0,no,no,telephone,7,jul,,1.0,-1.0,0.0,unknown,yes
37.0,entrepreneur,married,tertiary,no,310.0,no,no,cellular,1,sep,76.0,1.0,-1.0,0.0,unknown,no
36.0,services,married,secondary,no,1746.0,yes,no,unknown,26,may,99.0,1.0,-1.0,0.0,unknown,no
39.0,technician,married,secondary,no,6.0,yes,no,cellular,18,may,122.0,3.0,,,failure,no
52.0,unemployed,married,primary,no,-110.0,no,yes,cellular,29,jan,141.0,1.0,-1.0,0.0,unknown,no
55.0,retired,married,secondary,no,2749.0,yes,yes,unknown,29,may,58.0,2.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,,no,no,cellular,30,mar,78.0,3.0,-1.0,0.0,unknown,no
36.0,blue-collar,single,secondary,no,35.0,yes,no,unknown,3,jun,435.0,3.0,-1.0,0.0,unknown,no
39.0,admin.,married,secondary,no,-650.0,no,no,cellular,15,may,123.0,2.0,,,failure,no
47.0,blue-collar,married,primary,no,292.0,no,yes,telephone,28,jul,210.0,3.0,-1.0,0.0,unknown,no
42.0,housemaid,single,primary,no,,yes,no,unknown,15,may,54.0,2.0,-1.0,0.0,unknown,no
42.0,management,married,secondary,no,2416.0,yes,no,unknown,20,may,138.0,4.0,-1.0,0.0,unknown,no
58.0,retired,married,secondary,no,35.0,no,no,cellular,29,jul,336.0,,-1.0,0.0,unknown,no
68.0,retired,married,secondary,no,,yes,no,cellular,4,aug,249.0,1.0,-1.0,0.0,unknown,yes
43.0,technician,married,secondary,no,50.0,no,no,unknown,28,may,63.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,-674.0,yes,no,unknown,5,may,257.0,1.0,-1.0,0.0,unknown,no
49.0,technician,married,tertiary,no,,no,no,cellular,5,aug,,2.0,-1.0,0.0,unknown,yes
57.0,retired,married,tertiary,no,1180.0,yes,yes,unknown,14,may,191.0,2.0,-1.0,0.0,unknown,no
61.0,self-employed,divorced,tertiary,no,,no,no,cellular,24,feb,481.0,2.0,-1.0,0.0,unknown,yes
